"polarityid";"tweetid";"entity";"type";"value"
"25579";"144343897643032576";;"AGREEMENT";"N+"
"25580";"144348610153287680";;"AGREEMENT";"P"
"25581";"144354084403691521";;"AGREEMENT";"N"
"25582";"144354084403691521";"Rajoy";"AGREEMENT";"N"
"25583";"144357274918457344";;"AGREEMENT";"P+"
"25584";"144357274918457344";"Marivi";"AGREEMENT";"P+"
"25585";"144357274918457344";"@TuDNIe";"AGREEMENT";"P+"
"25586";"144368124202987520";;"AGREEMENT";"P"
"25587";"144383613956390913";;"AGREEMENT";"P+"
"25588";"144383613956390913";"@iurquizu";"AGREEMENT";"P+"
"25589";"144396048767533056";;"AGREEMENT";"NONE"
"25590";"144397913404084224";;"AGREEMENT";"P"
"25591";"144397913404084224";"@Buenafuente";"AGREEMENT";"P"
"25592";"144397913404084224";"@susannagriso";"AGREEMENT";"P"
"25593";"144397913404084224";"@ESPEJOPUBLICO";"AGREEMENT";"P"
"25594";"144405623747002369";;"AGREEMENT";"NONE"
"25595";"144411739402936320";;"AGREEMENT";"N+"
"25596";"144411739402936320";"Iberia";"AGREEMENT";"N+"
"25597";"144411865873788928";;"AGREEMENT";"NONE"
"25598";"144455156124229632";;"AGREEMENT";"P"
"25599";"144461920496390144";;"DISAGREEMENT";"NEU"
"25600";"144466101076627457";;"AGREEMENT";"N"
"25601";"144466101076627457";"Irina";"AGREEMENT";"N"
"25602";"144470614957240321";;"AGREEMENT";"N+"
"25603";"144490077748338689";;"AGREEMENT";"P"
"25604";"144490077748338689";"El_reto_de_Rajoy";"AGREEMENT";"P"
"25605";"144490077748338689";"@oscarelia";"AGREEMENT";"P"
"25606";"144490077748338689";"Rafa_Bardají";"AGREEMENT";"P"
"25607";"144493971568205825";;"AGREEMENT";"N"
"25608";"144494149582852096";;"AGREEMENT";"N+"
"25609";"144494149582852096";"Sinde";"AGREEMENT";"N+"
"25610";"144494768586633216";;"AGREEMENT";"N"
"25611";"144494768586633216";"Andalucía";"AGREEMENT";"N"
"25612";"144495624459526144";;"AGREEMENT";"NONE"
"25613";"144495966802817024";;"AGREEMENT";"P"
"25614";"144495966802817024";"Gabriel_García_de_la_Torre";"AGREEMENT";"P"
"25615";"144495990701953024";;"AGREEMENT";"P+"
"25616";"144495990701953024";"Teatro_Romano";"AGREEMENT";"P+"
"25617";"144500360537575424";;"AGREEMENT";"N+"
"25618";"144523015403741184";;"AGREEMENT";"N"
"25619";"144523015403741184";"Juan_Rosell";"AGREEMENT";"N"
"25620";"144531366170730497";;"AGREEMENT";"P+"
"25621";"144531366170730497";"Iñaki_Urdangarín";"AGREEMENT";"P+"
"25622";"144531366170730497";"Jaume_Matas_Palou";"AGREEMENT";"P+"
"25623";"144531694987382785";;"AGREEMENT";"NONE"
"25624";"144532188409499649";;"AGREEMENT";"N"
"25625";"144532188409499649";"IU";"AGREEMENT";"N"
"25626";"144541808028958720";;"AGREEMENT";"P"
"25627";"144541808028958720";"@Tonicanto";"AGREEMENT";"P"
"25628";"144541808028958720";"@MariadeOnate";"AGREEMENT";"P"
"25629";"144548231446147072";;"AGREEMENT";"P+"
"25630";"144548231446147072";"@PSOE";"AGREEMENT";"P+"
"25631";"144548231446147072";"Guadalajara";"AGREEMENT";"P+"
"25632";"144550919198093312";;"AGREEMENT";"NONE"
"25633";"144565001825423361";;"DISAGREEMENT";"NEU"
"25634";"144569909064638464";;"AGREEMENT";"N"
"25635";"144572125414559745";;"AGREEMENT";"P+"
"25636";"144572125414559745";"@mariviromero";"AGREEMENT";"P+"
"25637";"144572125414559745";"@90mn90d";"AGREEMENT";"P+"
"25638";"144580059209007104";;"AGREEMENT";"NEU"
"25639";"144607617774399489";;"AGREEMENT";"NONE"
"25640";"144678829435265024";;"AGREEMENT";"P+"
"25641";"144678829435265024";"40_principales_Chile";"AGREEMENT";"P+"
"25642";"144679980369051648";;"AGREEMENT";"P"
"25643";"144679980369051648";"CAM";"AGREEMENT";"P"
"25644";"144679980369051648";"Banco_Sabadell";"AGREEMENT";"P"
"25645";"144679980369051648";"FROB";"AGREEMENT";"N"
"25646";"144706689092956160";;"AGREEMENT";"N"
"25647";"144706689092956160";"@jcacho";"AGREEMENT";"N"
"25648";"144706689092956160";"Jesús_Cacho";"AGREEMENT";"N"
"25649";"144708325005725697";;"AGREEMENT";"P"
"25650";"144708325005725697";"Matas";"AGREEMENT";"P"
"25651";"144708325005725697";"Leblanc";"AGREEMENT";"P"
"25652";"144708325005725697";"Tour";"AGREEMENT";"P"
"25653";"144708325005725697";"Baleares";"AGREEMENT";"P"
"25654";"144708800304263168";;"AGREEMENT";"P"
"25655";"144708800304263168";"Rajoy";"AGREEMENT";"P"
"25656";"144724809060851712";;"AGREEMENT";"P"
"25657";"144724809060851712";"Zara";"AGREEMENT";"P"
"25658";"144725240075915264";;"AGREEMENT";"P+"
"25659";"144725240075915264";"Chaves_Nogales";"AGREEMENT";"P+"
"25660";"144732541713252352";;"AGREEMENT";"NONE"
"25661";"144736008284540928";;"AGREEMENT";"NONE"
"25662";"144755214837219328";;"AGREEMENT";"NONE"
"25663";"144778071776571393";;"AGREEMENT";"P+"
"25664";"144778071776571393";"Bebe";"AGREEMENT";"P+"
"25665";"144778071776571393";"Fermín_Zabalegui";"AGREEMENT";"P+"
"25666";"144778071776571393";"@1000maneras";"AGREEMENT";"P+"
"25667";"144778141783699456";;"AGREEMENT";"NONE"
"25668";"144784098899144704";;"AGREEMENT";"P+"
"25669";"144799032731115521";;"AGREEMENT";"N"
"25670";"144799032731115521";"España";"AGREEMENT";"N"
"25671";"144799223370625024";;"AGREEMENT";"NEU"
"25672";"144811951107743744";;"AGREEMENT";"N"
"25673";"144811951107743744";"Europa";"AGREEMENT";"N"
"25674";"144811951107743744";"Sarkozy";"AGREEMENT";"N"
"25675";"144816946720944128";;"DISAGREEMENT";"N"
"25676";"144816946720944128";"Rajoy";"AGREEMENT";"N"
"25677";"144819507289001984";;"AGREEMENT";"P"
"25678";"144819507289001984";"Copa_Davis";"AGREEMENT";"P"
"25679";"144819507289001984";"Youtube";"AGREEMENT";"P"
"25680";"144833381002256384";;"DISAGREEMENT";"N"
"25681";"144833381002256384";"BCE";"AGREEMENT";"N"
"25682";"144836460032430081";;"AGREEMENT";"NONE"
"25683";"144840003577577473";;"AGREEMENT";"NONE"
"25684";"144845296533389312";;"AGREEMENT";"N"
"25685";"144847518428172288";;"AGREEMENT";"NEU"
"25686";"144847518428172288";"Rajoy";"AGREEMENT";"NEU"
"25687";"144847518428172288";"España";"AGREEMENT";"NEU"
"25688";"144848707429474305";;"AGREEMENT";"N"
"25689";"144848707429474305";"Sinde";"AGREEMENT";"N"
"25690";"144849200843198464";;"AGREEMENT";"N"
"25691";"144849200843198464";"Sinde";"AGREEMENT";"N"
"25692";"144854843574587392";;"AGREEMENT";"N"
"25693";"144863074585812992";;"AGREEMENT";"N"
"25694";"144863074585812992";"Miguel_Montes";"AGREEMENT";"N"
"25695";"144868690079399936";;"AGREEMENT";"P+"
"25696";"144868690079399936";"@icacabelos";"AGREEMENT";"P+"
"25697";"144868690079399936";"TelediarioInter";"AGREEMENT";"P+"
"25698";"144884537749544962";;"AGREEMENT";"P+"
"25699";"144892101849661441";;"AGREEMENT";"P+"
"25700";"144896236451930113";;"AGREEMENT";"NONE"
"25701";"144897237120593921";;"AGREEMENT";"NONE"
"25702";"144909824897986560";;"AGREEMENT";"N"
"25703";"144917140556877824";;"AGREEMENT";"N"
"25704";"144917140556877824";"Ertzaintza";"AGREEMENT";"P"
"25705";"144917140556877824";"Bizkaia";"AGREEMENT";"N"
"25706";"144917140556877824";"Abadiano";"AGREEMENT";"N"
"25707";"144917140556877824";"Elorrio";"AGREEMENT";"N"
"25708";"144917140556877824";"ETA";"AGREEMENT";"N"
"25709";"144927552539078658";;"AGREEMENT";"N"
"25710";"144927552539078658";"Rajoy";"AGREEMENT";"N"
"25711";"144927552539078658";"ZP";"AGREEMENT";"N"
"25712";"144948035821109249";;"AGREEMENT";"P+"
"25713";"144948035821109249";"Palma_de_Mallorca";"AGREEMENT";"P+"
"25714";"144961656391335936";;"AGREEMENT";"P+"
"25715";"144961656391335936";"paugasol";"AGREEMENT";"P+"
"25716";"145027082857099265";;"DISAGREEMENT";"N"
"25717";"145027082857099265";"Bruselas";"AGREEMENT";"N"
"25718";"145027082857099265";"Reino_Unido";"AGREEMENT";"N"
"25719";"145029137952808960";;"AGREEMENT";"NEU"
"25720";"145029137952808960";"UE";"AGREEMENT";"P+"
"25721";"145031105102356480";;"AGREEMENT";"NEU"
"25722";"145031105102356480";"Rajoy";"AGREEMENT";"NEU"
"25723";"145032814654533632";;"AGREEMENT";"P+"
"25724";"145032814654533632";"Reino_Unido";"AGREEMENT";"N"
"25725";"145032814654533632";"Unión_Fiscal";"AGREEMENT";"P+"
"25726";"145033308152135680";;"AGREEMENT";"P+"
"25727";"145033308152135680";"Europa";"AGREEMENT";"P+"
"25728";"145033308152135680";"Rajoy";"AGREEMENT";"P+"
"25729";"145033308152135680";"Aznar";"AGREEMENT";"P+"
"25730";"145037601936650240";;"AGREEMENT";"NONE"
"25731";"145037724380958720";;"AGREEMENT";"NONE"
"25732";"145051053728088064";;"AGREEMENT";"P"
"25733";"145051053728088064";"ZP";"AGREEMENT";"P"
"25734";"145056350261608448";;"AGREEMENT";"NEU"
"25735";"145058995470737408";;"AGREEMENT";"N"
"25736";"145065354186596352";;"AGREEMENT";"P"
"25737";"145065354186596352";"Zapatero";"AGREEMENT";"P"
"25738";"145065354186596352";"Rajoy";"AGREEMENT";"P"
"25739";"145065354186596352";"UE";"AGREEMENT";"P"
"25740";"145067494883852289";;"AGREEMENT";"NEU"
"25741";"145067494883852289";"@ceslava";"AGREEMENT";"P+"
"25742";"145067494883852289";"@verescreer";"AGREEMENT";"P"
"25743";"145067494883852289";"@mariviromero";"AGREEMENT";"P"
"25744";"145072583040172032";;"AGREEMENT";"N"
"25745";"145072583040172032";"Reino_Unido";"AGREEMENT";"N"
"25746";"145078168297017344";;"AGREEMENT";"N"
"25747";"145078168297017344";"Rajoy";"AGREEMENT";"N"
"25748";"145078168297017344";"ZP";"AGREEMENT";"N"
"25749";"145082451880968192";;"AGREEMENT";"N"
"25750";"145082451880968192";"Cameron";"AGREEMENT";"N"
"25751";"145086208761008128";;"DISAGREEMENT";"N+"
"25752";"145086208761008128";"País_Vasco";"AGREEMENT";"N+"
"25753";"145086208761008128";"ETA";"AGREEMENT";"N"
"25754";"145093081182646272";;"AGREEMENT";"P+"
"25755";"145093081182646272";"@borissoler";"AGREEMENT";"P+"
"25756";"145102316004061184";;"AGREEMENT";"P+"
"25757";"145102316004061184";"@Latanace";"AGREEMENT";"P+"
"25758";"145102316004061184";"@RaquelMartos";"AGREEMENT";"P+"
"25759";"145103718650609664";;"AGREEMENT";"N+"
"25760";"145103718650609664";"Cuba";"AGREEMENT";"N+"
"25761";"145104667049861120";;"AGREEMENT";"P+"
"25762";"145104667049861120";"@ElenaWilson2";"AGREEMENT";"P+"
"25763";"145111513559089153";;"AGREEMENT";"N"
"25764";"145117960888004609";;"AGREEMENT";"P+"
"25765";"145117960888004609";"@MaEugeniaLopez";"AGREEMENT";"P+"
"25766";"145117960888004609";"@LidiaSanzPerez";"AGREEMENT";"P+"
"25767";"145135542424702976";;"AGREEMENT";"NEU"
"25768";"145135542424702976";"Cameron";"AGREEMENT";"NEU"
"25769";"145136753240584192";;"AGREEMENT";"NONE"
"25770";"145141091849605120";;"AGREEMENT";"P"
"25771";"145141091849605120";"Zapatero";"AGREEMENT";"P+"
"25772";"145141091849605120";"Rajoy";"AGREEMENT";"N"
"25773";"145160906102411264";;"AGREEMENT";"P+"
"25774";"145160906102411264";"@QueDicen_com";"AGREEMENT";"P+"
"25775";"145160906102411264";"PaulaVazquezTV";"AGREEMENT";"P+"
"25776";"145160906102411264";"Antena_3";"AGREEMENT";"P+"
"25777";"145170188441096192";;"AGREEMENT";"N+"
"25778";"145170188441096192";"El_Hierro";"AGREEMENT";"N+"
"25779";"145174157112512512";;"AGREEMENT";"N"
"25780";"145174157112512512";"Merkel";"AGREEMENT";"N"
"25781";"145189215175577600";;"AGREEMENT";"NONE"
"25782";"145211870335336448";;"AGREEMENT";"P+"
"25783";"145211870335336448";"Sevilla";"AGREEMENT";"P+"
"25784";"145211870335336448";"@JuananSanzNunez";"AGREEMENT";"P+"
"25785";"145211870335336448";"@mariviromero";"AGREEMENT";"P+"
"25786";"145211870335336448";"@ccifuentes";"AGREEMENT";"P+"
"25787";"145226774853328896";;"AGREEMENT";"P+"
"25788";"145226774853328896";"Guardiola";"AGREEMENT";"P+"
"25789";"145237361066917888";;"AGREEMENT";"N"
"25790";"145242329618464769";;"AGREEMENT";"NONE"
"25791";"145244574183473154";;"AGREEMENT";"NONE"
"25792";"145247850694062080";;"AGREEMENT";"P+"
"25793";"145247850694062080";"Luis_Aizpeolea";"AGREEMENT";"P+"
"25794";"145251507070189568";;"AGREEMENT";"P"
"25795";"145251645398323200";;"AGREEMENT";"P+"
"25796";"145260159411818498";;"AGREEMENT";"N+"
"25797";"145271322027638784";;"AGREEMENT";"P"
"25798";"145278339907723264";;"AGREEMENT";"N+"
"25799";"145278339907723264";"Castro";"AGREEMENT";"N+"
"25800";"145296517312425984";;"AGREEMENT";"P+"
"25801";"145411263646801920";;"AGREEMENT";"NEU"
"25802";"145416970811084800";;"AGREEMENT";"NONE"
"25803";"145418106070773760";;"AGREEMENT";"N"
"25804";"145428515150512128";;"AGREEMENT";"P+"
"25805";"145431570843578368";;"AGREEMENT";"N+"
"25806";"145431570843578368";"Twitter";"AGREEMENT";"N+"
"25807";"145435933578235904";;"AGREEMENT";"NONE"
"25808";"145439694476414976";;"AGREEMENT";"P+"
"25809";"145443653303808000";;"AGREEMENT";"P"
"25810";"145443653303808000";"Alfredo_Sáenz";"AGREEMENT";"P"
"25811";"145443949165809664";;"AGREEMENT";"P+"
"25812";"145443949165809664";"Sáenz";"AGREEMENT";"P+"
"25813";"145459349547003904";;"AGREEMENT";"NONE"
"25814";"145464552199421952";;"AGREEMENT";"N+"
"25815";"145464552199421952";"Twitter";"AGREEMENT";"N+"
"25816";"145465139880136705";;"AGREEMENT";"P+"
"25817";"145465139880136705";"Martí_Gómez";"AGREEMENT";"P+"
"25818";"145465139880136705";"Enric_González";"AGREEMENT";"P+"
"25819";"145470762625667072";;"AGREEMENT";"NONE"
"25820";"145475569826537472";;"AGREEMENT";"N"
"25821";"145475569826537472";"@anapalacio";"AGREEMENT";"N"
"25822";"145480603125547009";;"AGREEMENT";"NEU"
"25823";"145480603125547009";"@JuanMoscosodelP";"AGREEMENT";"NEU"
"25824";"145483077156749312";;"AGREEMENT";"NONE"
"25825";"145496621935894529";;"AGREEMENT";"P+"
"25826";"145496621935894529";"@alipass";"AGREEMENT";"P+"
"25827";"145496621935894529";"El_Mundo";"AGREEMENT";"P+"
"25828";"145496621935894529";"@mondadientes";"AGREEMENT";"P+"
"25829";"145497668288909312";;"AGREEMENT";"N+"
"25830";"145517960285519872";;"AGREEMENT";"P+"
"25831";"145517960285519872";"@LatigoalCongres";"AGREEMENT";"P+"
"25832";"145517960285519872";"@Tonicanto1";"AGREEMENT";"P+"
"25833";"145524013270179840";;"AGREEMENT";"N"
"25834";"145537833761906688";;"AGREEMENT";"P+"
"25835";"145537833761906688";"Shakira";"AGREEMENT";"P+"
"25836";"145550937954590720";;"AGREEMENT";"P+"
"25837";"145550937954590720";"Malandar";"AGREEMENT";"P+"
"25838";"145560519623974912";;"AGREEMENT";"NONE"
"25839";"145565168619888640";;"AGREEMENT";"NONE"
"25840";"145565289151610880";;"AGREEMENT";"P+"
"25841";"145565289151610880";"Pau";"AGREEMENT";"P+"
"25842";"145566336301539328";;"DISAGREEMENT";"NEU"
"25843";"145566336301539328";"@madrid";"AGREEMENT";"P+"
"25844";"145571042331602944";;"AGREEMENT";"N"
"25845";"145571042331602944";"Tribunal_de_Cuentas";"AGREEMENT";"N"
"25846";"145571042331602944";"Zapatero";"AGREEMENT";"N"
"25847";"145583999803330560";;"DISAGREEMENT";"P"
"25848";"145583999803330560";"Mou";"AGREEMENT";"NEU"
"25849";"145583999803330560";"Barca";"AGREEMENT";"P+"
"25850";"145583999803330560";"Madrid";"AGREEMENT";"P"
"25851";"145592684529205248";;"AGREEMENT";"P"
"25852";"145592684529205248";"@Buenafuente";"AGREEMENT";"P"
"25853";"145600074309840896";;"AGREEMENT";"P+"
"25854";"145604570964430848";;"AGREEMENT";"NONE"
"25855";"145606175587713024";;"AGREEMENT";"P+"
"25856";"145610061820076032";;"AGREEMENT";"P+"
"25857";"145610061820076032";"Pilar_Miró";"AGREEMENT";"P+"
"25858";"145610061820076032";"El_perro_del_hortelano";"AGREEMENT";"P+"
"25859";"145613925973630977";;"AGREEMENT";"P"
"25860";"145621830265348096";;"DISAGREEMENT";"P+"
"25861";"145626918073536512";;"AGREEMENT";"N"
"25862";"145637380974575616";;"AGREEMENT";"NONE"
"25863";"145637490928267264";;"AGREEMENT";"P"
"25864";"145637490928267264";"Barça";"AGREEMENT";"P"
"25865";"145637490928267264";"Madrid";"AGREEMENT";"P"
"25866";"145640364596936706";;"AGREEMENT";"NEU"
"25867";"145640638543691776";;"DISAGREEMENT";"NEU"
"25868";"145640638543691776";"risto";"AGREEMENT";"P+"
"25869";"145642569945190400";;"AGREEMENT";"P+"
"25870";"145642569945190400";"La_Pantoja";"AGREEMENT";"P+"
"25871";"145670701796429825";;"AGREEMENT";"P+"
"25872";"145670701796429825";"FCB";"AGREEMENT";"P+"
"25873";"145705333157937153";;"AGREEMENT";"N+"
"25874";"145705333157937153";"Guerrero";"AGREEMENT";"N+"
"25875";"145769140198715392";;"AGREEMENT";"P"
"25876";"145769140198715392";"@David_Busta";"AGREEMENT";"P"
"25877";"145769828433670145";;"AGREEMENT";"P+"
"25878";"145789235553767425";;"AGREEMENT";"N"
"25879";"145792989371965440";;"AGREEMENT";"N"
"25880";"145792989371965440";"Merkozy";"AGREEMENT";"N"
"25881";"145799970765807616";;"AGREEMENT";"P+"
"25882";"145799970765807616";"@JuanraLucas";"AGREEMENT";"P+"
"25883";"145805452553359360";;"AGREEMENT";"NONE"
"25884";"145809751945646080";;"AGREEMENT";"P+"
"25885";"145810899008110592";;"AGREEMENT";"NONE"
"25886";"145811227854114816";;"AGREEMENT";"NONE"
"25887";"145831956251295746";;"AGREEMENT";"P+"
"25888";"145831956251295746";"@Igorbustamante";"AGREEMENT";"P+"
"25889";"145834425970728960";;"AGREEMENT";"NONE"
"25890";"145851976419250177";;"AGREEMENT";"P+"
"25891";"145851976419250177";"@Nacho_Plvapoyaremos";"AGREEMENT";"P+"
"25892";"145866760002875392";;"AGREEMENT";"P+"
"25893";"145866760002875392";"Japón";"AGREEMENT";"P+"
"25894";"145869000285495297";;"AGREEMENT";"NONE"
"25895";"145872299311108097";;"AGREEMENT";"NONE"
"25896";"145889760240603136";;"AGREEMENT";"P+"
"25897";"145889760240603136";"Disney";"AGREEMENT";"P+"
"25898";"145891861523988481";;"AGREEMENT";"N"
"25899";"145892508818350080";;"AGREEMENT";"P+"
"25900";"145896381213720576";;"AGREEMENT";"N+"
"25901";"145896381213720576";"@R_Aguado7";"AGREEMENT";"N+"
"25902";"145920542459969536";;"AGREEMENT";"N+"
"25903";"145920542459969536";"@ristomejide";"AGREEMENT";"N+"
"25904";"145949843343421440";;"AGREEMENT";"N"
"25905";"145949843343421440";"FMI";"AGREEMENT";"N"
"25906";"145949843343421440";"EEUU";"AGREEMENT";"N"
"25907";"145967478487527425";;"DISAGREEMENT";"N+"
"25908";"145967478487527425";"Estudiantes";"AGREEMENT";"P+"
"25909";"145967621622333440";;"AGREEMENT";"P+"
"25910";"145967621622333440";"Maaadrid";"AGREEMENT";"P+"
"25911";"145967621622333440";"@ClubEstudiantes";"AGREEMENT";"P+"
"25912";"145968552422289409";;"AGREEMENT";"P+"
"25913";"145968552422289409";"Madrid";"AGREEMENT";"P+"
"25914";"145973499209588736";;"AGREEMENT";"N"
"25915";"145974997096218624";;"DISAGREEMENT";"N+"
"25916";"145974997096218624";"Toledo";"AGREEMENT";"N+"
"25917";"145982946388606976";;"AGREEMENT";"N"
"25918";"145982946388606976";"NS";"AGREEMENT";"N"
"25919";"145982946388606976";"DV";"AGREEMENT";"N"
"25920";"145984627948007424";;"AGREEMENT";"P"
"25921";"145984627948007424";"Gregorio_Ordóñez";"AGREEMENT";"P"
"25922";"145989951312494592";;"AGREEMENT";"P"
"25923";"145990222381989888";;"AGREEMENT";"NONE"
"25924";"145994351967879171";;"AGREEMENT";"P"
"25925";"145998477640478720";;"AGREEMENT";"NONE"
"25926";"145998840057700353";;"AGREEMENT";"NONE"
"25927";"146030751677288448";;"AGREEMENT";"P"
"25928";"146068978261962752";;"AGREEMENT";"P+"
"25929";"146111403097473024";;"AGREEMENT";"N+"
"25930";"146118611684175872";;"AGREEMENT";"P+"
"25931";"146122471899267072";;"AGREEMENT";"NONE"
"25932";"146123471737470976";;"AGREEMENT";"NONE"
"25933";"146125946011926528";;"AGREEMENT";"NONE"
"25934";"146133560477233152";;"AGREEMENT";"P+"
"25935";"146133560477233152";"Manrique";"AGREEMENT";"P+"
"25936";"146133560477233152";"El_Pais";"AGREEMENT";"P+"
"25937";"146145268998479872";;"AGREEMENT";"NONE"
"25938";"146151472973889537";;"AGREEMENT";"N"
"25939";"146159986517622784";;"AGREEMENT";"N"
"25940";"146162326796640256";;"AGREEMENT";"P+"
"25941";"146162326796640256";"@carmenmorodo";"AGREEMENT";"P+"
"25942";"146167688585166849";;"AGREEMENT";"NONE"
"25943";"146169163117903874";;"AGREEMENT";"NONE"
"25944";"146174815835930625";;"AGREEMENT";"P+"
"25945";"146174815835930625";"José_Manuel_García-Margallo";"AGREEMENT";"P+"
"25946";"146174846710194176";;"AGREEMENT";"NONE"
"25947";"146178129889738752";;"AGREEMENT";"NEU"
"25948";"146178129889738752";"Rajoy";"AGREEMENT";"NEU"
"25949";"146178353425162240";;"AGREEMENT";"N"
"25950";"146178353425162240";"PP";"AGREEMENT";"N"
"25951";"146179341796114432";;"AGREEMENT";"P+"
"25952";"146187281160617984";;"AGREEMENT";"NONE"
"25953";"146187507002908672";;"AGREEMENT";"P+"
"25954";"146187507002908672";"Castilla_y_León";"AGREEMENT";"P+"
"25955";"146189931738435584";;"AGREEMENT";"P+"
"25956";"146191445156569088";;"AGREEMENT";"P+"
"25957";"146191445156569088";"Jesús_Posada";"AGREEMENT";"P+"
"25958";"146191445156569088";"@PioGarca";"AGREEMENT";"P+"
"25959";"146191445156569088";"Alfonso_Alonso";"AGREEMENT";"P+"
"25960";"146191445156569088";"José_Manuel_Barreiro";"AGREEMENT";"P+"
"25961";"146191685955747840";;"DISAGREEMENT";"NEU"
"25962";"146191685955747840";"Rajoy";"AGREEMENT";"N"
"25963";"146191685955747840";"Posada";"AGREEMENT";"P+"
"25964";"146193641222840320";;"AGREEMENT";"NONE"
"25965";"146194489449521152";;"DISAGREEMENT";"P"
"25966";"146194489449521152";"Miguel_carcaño";"AGREEMENT";"N"
"25967";"146194489449521152";"@cruzmorcillo";"AGREEMENT";"P+"
"25968";"146195342734532608";;"AGREEMENT";"NONE"
"25969";"146195374774824962";;"AGREEMENT";"NONE"
"25970";"146196700237799424";;"AGREEMENT";"NONE"
"25971";"146197871971143680";;"AGREEMENT";"NEU"
"25972";"146197871971143680";"Sevilla";"AGREEMENT";"NEU"
"25973";"146207996400242688";;"AGREEMENT";"P+"
"25974";"146223839146278912";;"AGREEMENT";"N"
"25975";"146223839146278912";"Zapatero";"AGREEMENT";"N"
"25976";"146236036245229568";;"AGREEMENT";"P"
